SPU_000026	Phel_clc_contig_23860	70.67	416	116	6	1019	1431	1	413	4e-44	  179
SPU_010425	Phel_clc_contig_122	84.33	134	21	0	309	442	1	134	8e-35	  147
SPU_003135	Phel_clc_contig_9619	71.32	666	181	8	683	1343	130	790	3e-84	  313
SPU_012344	Phel_clc_contig_6849	67.96	206	66	0	1	206	402	607	7e-13	75.2
SPU_005054	Phel_clc_contig_14327	68.08	1131	324	20	214	1324	1	1114	3e-97	  356
SPU_012805	Phel_clc_contig_7527	76.81	496	111	4	46	539	930	1423	2e-99	  361
SPU_022282	Phel_clc_contig_2292	80.20	101	20	0	488	588	3571	3471	2e-18	93.3
SPU_014263	Phel_clc_contig_9083	70.39	358	104	2	122	478	572	928	6e-39	  161
SPU_015453	Phel_clc_contig_8803	74.87	382	76	5	204	578	1104	736	7e-66	  251
SPU_006705	Phel_clc_contig_10332	78.05	401	82	2	52	449	548	945	5e-88	  324
SPU_004116	Phel_clc_contig_26510	83.54	79	13	0	538	616	752	830	3e-15	84.2
SPU_025182	Phel_clc_contig_8057	76.85	890	206	0	37	926	1531	642	0.0	  677
SPU_018353	Phel_clc_contig_1443	78.97	837	170	3	1126	1959	13	846	0.0	  708
SPU_027562	Phel_clc_contig_4420	69.41	461	139	2	565	1024	980	1439	1e-46	  188
SPU_026833	Phel_clc_contig_8449	65.35	456	158	0	30	485	459	914	1e-23	  111
SPU_011894	Phel_clc_contig_22445	73.51	268	67	3	67	332	658	393	4e-37	  154
SPU_020406	Phel_clc_contig_9007	76.39	631	144	2	315	941	18	647	2e-129	  462
SPU_000096	Phel_clc_contig_24053	64.80	500	170	2	427	923	521	1017	6e-22	  105
SPU_008206	Phel_clc_contig_18341	66.24	468	149	2	1	465	2473	2012	1e-29	  131
SPU_023515	Phel_clc_contig_15708	69.18	558	167	3	1	554	859	303	2e-57	  223
SPU_002476	Phel_clc_contig_16172	72.97	111	30	0	319	429	421	531	6e-10	66.2
SPU_026624	Phel_clc_contig_5312	70.50	783	229	2	1	782	4018	3237	9e-100	  363
SPU_012875	Phel_clc_contig_14577	75.42	179	42	2	1435	1612	987	810	2e-25	  118
SPU_004856	Phel_clc_contig_15598	69.57	539	164	0	1	539	142	680	2e-60	  233
SPU_015984	Phel_clc_contig_3713	74.39	367	94	0	1668	2034	291	657	7e-62	  239
SPU_008694	Phel_clc_contig_3737	70.74	745	208	7	115	851	5268	4526	5e-92	  338
SPU_024035	Phel_clc_contig_12914	74.00	500	128	2	6	504	408	906	9e-83	  309
SPU_016016	Phel_clc_contig_19138	66.79	268	82	6	2086	2351	1254	992	2e-08	62.6
SPU_000348	Phel_clc_contig_11665	80.00	70	14	0	64	133	1796	1727	3e-10	64.4
SPU_001538	Phel_clc_contig_2206	85.11	47	7	0	35	81	1742	1788	3e-06	53.6
SPU_027144	Phel_clc_contig_27061	73.02	708	189	2	1489	2195	791	85	7e-113	  408
SPU_010747	Phel_clc_contig_5525	74.66	2597	619	14	1051	3632	3288	716	0.0	 1689
SPU_003457	Phel_clc_contig_20837	64.66	382	108	7	332	701	1765	1399	3e-12	73.4
SPU_013856	Phel_clc_contig_13313	66.67	1308	396	16	181	1480	2133	858	8e-98	  358
SPU_023794	Phel_clc_contig_502	92.11	38	3	0	1916	1953	4279	4242	2e-06	55.4
SPU_024984	Phel_clc_contig_10030	69.42	582	158	10	451	1022	2220	1649	1e-56	  221
SPU_017694	Phel_clc_contig_845	68.62	889	271	3	139	1026	7407	6526	1e-92	  340
SPU_018884	Phel_clc_contig_1139	83.87	155	25	0	1	155	80	234	2e-41	  167
SPU_026206	Phel_clc_contig_18126	67.53	1038	320	8	574	1601	759	1789	3e-90	  333
SPU_005167	Phel_clc_contig_9663	73.79	103	27	0	3216	3318	448	346	1e-08	64.4
SPU_012918	Phel_clc_contig_24886	69.08	511	136	7	151	644	270	775	8e-50	  197
SPU_007086	Phel_clc_contig_777	67.54	496	148	7	529	1019	2342	2829	9e-35	  149
SPU_024775	Phel_clc_contig_5416	68.06	645	186	9	13	650	92	723	3e-54	  212
SPU_013010	Phel_clc_contig_5652	78.12	745	157	3	45	786	798	57	3e-171	  601
SPU_011058	Phel_clc_contig_23075	70.81	1021	291	3	23	1041	1016	1	5e-138	  491
SPU_014167	Phel_clc_contig_19262	75.78	128	20	4	5359	5485	322	205	1e-14	84.2
SPU_021457	Phel_clc_contig_1199	73.86	88	23	0	405	492	2805	2718	6e-07	55.4
SPU_005419	Phel_clc_contig_8617	74.91	1347	330	3	76	1421	652	1991	0.0	  899
SPU_014628	Phel_clc_contig_10081	82.07	251	45	0	281	531	263	513	5e-65	  250
SPU_016547	Phel_clc_contig_12557	70.00	150	43	2	172	320	441	293	2e-08	60.8
SPU_008528	Phel_clc_contig_2548	76.45	344	78	2	751	1091	3821	4164	2e-65	  250
SPU_009718	Phel_clc_contig_6668	67.21	671	198	12	113	769	551	1213	5e-46	  185
SPU_030066	Phel_clc_contig_26912	73.72	137	36	0	928	1064	423	559	1e-15	86.0
SPU_023200	Phel_clc_contig_12713	74.50	200	51	0	292	491	4925	4726	3e-29	  131
SPU_002161	Phel_clc_contig_18985	81.78	527	96	0	118	644	1196	670	3e-146	  518
